shipment_id,order_id,supplier_id,warehouse_id,product_id,ship_date,promised_delivery_date,actual_delivery_date,delay_days,is_delayed,delay_reason,carrier,shipment_status,stockout_flag,warehouse_overload_flag
SHP-003219,ORD-003219,SUP-008,WH-003,PRD-0048,2025-11-27,2025-12-08,2025-12-08,0.0,False,,DHL Freight,delivered,False,True
SHP-003220,ORD-003220,SUP-014,WH-001,PRD-0164,2025-04-07,2025-04-11,2025-04-11,0.0,False,,DB Schenker,delivered,False,True
SHP-003221,ORD-003221,SUP-017,WH-006,PRD-0059,2025-12-13,2025-12-24,2025-12-24,0.0,False,,DHL Freight,delivered,False,True
SHP-003222,ORD-003222,SUP-021,WH-004,PRD-0100,2025-12-31,2026-01-10,2026-01-10,0.0,False,,DHL Freight,delivered,True,False
SHP-003223,ORD-003223,SUP-022,WH-006,PRD-0089,2025-08-27,2025-09-05,2025-09-05,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003224,ORD-003224,SUP-011,WH-003,PRD-0146,2025-12-20,2025-12-28,2026-01-07,10.0,True,supplier_late_dispatch,DB Schenker,delivered,False,True
SHP-003225,ORD-003225,SUP-008,WH-001,PRD-0006,2025-10-10,2025-10-16,2025-10-14,-2.0,False,,UPS,delivered,False,True
SHP-003226,ORD-003226,SUP-001,WH-003,PRD-0112,2025-04-23,2025-04-29,2025-05-01,2.0,True,weather_disruption,Kuehne+Nagel,delivered,True,False
SHP-003227,ORD-003227,SUP-008,WH-003,PRD-0006,2025-10-16,2025-10-25,2025-10-25,0.0,False,,DB Schenker,delivered,False,False
SHP-003228,ORD-003228,SUP-003,WH-008,PRD-0037,2025-03-07,2025-03-10,2025-03-10,0.0,False,,DB Schenker,delivered,False,True
SHP-003229,ORD-003229,SUP-002,WH-004,PRD-0014,2025-03-29,2025-04-08,2025-04-08,0.0,False,,DHL Freight,delivered,False,False
SHP-003230,ORD-003230,SUP-020,WH-007,PRD-0041,2025-06-30,2025-07-08,2025-07-07,-1.0,False,,UPS,delivered,False,False
SHP-003231,ORD-003231,SUP-024,WH-006,PRD-0026,2025-12-01,2025-12-11,2025-12-11,0.0,False,,DB Schenker,delivered,False,False
SHP-003232,ORD-003232,SUP-019,WH-005,PRD-0125,2025-10-25,2025-11-01,2025-11-07,6.0,True,customs_documentation,DB Schenker,delivered,True,False
SHP-003233,ORD-003233,SUP-015,WH-001,PRD-0076,2025-07-30,2025-08-05,2025-08-07,2.0,True,warehouse_capacity_constraint,Kuehne+Nagel,delivered,False,True
SHP-003234,ORD-003234,SUP-022,WH-007,PRD-0089,2025-04-08,2025-04-18,2025-04-18,0.0,False,,DPD,delivered,False,False
SHP-003235,ORD-003235,SUP-001,WH-003,PRD-0065,2025-11-28,2025-12-06,2025-12-10,4.0,True,inventory_shortage,DPD,delivered,True,False
SHP-003236,ORD-003236,SUP-021,WH-006,PRD-0072,2025-12-04,2025-12-14,2025-12-14,0.0,False,,DPD,delivered,False,False
SHP-003237,ORD-003237,SUP-015,WH-004,PRD-0177,2025-08-01,2025-08-07,2025-08-07,0.0,False,,UPS,delivered,False,False
SHP-003238,ORD-003238,SUP-014,WH-004,PRD-0085,2025-01-14,2025-01-18,2025-01-16,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003239,ORD-003239,SUP-016,WH-005,PRD-0123,2025-12-16,2026-01-01,2025-12-30,-2.0,False,,DB Schenker,delivered,True,True
SHP-003240,ORD-003240,SUP-018,WH-008,PRD-0130,2025-11-15,2025-11-24,2025-11-24,0.0,False,,DB Schenker,delivered,True,False
SHP-003241,ORD-003241,SUP-011,WH-006,PRD-0159,2025-07-20,2025-07-28,2025-07-27,-1.0,False,,DPD,delivered,False,True
SHP-003242,ORD-003242,SUP-016,WH-001,PRD-0123,2025-02-18,2025-03-03,2025-03-02,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003243,ORD-003243,SUP-010,WH-005,PRD-0151,2025-02-07,2025-02-09,,,,,UPS,in_transit,False,True
SHP-003244,ORD-003244,SUP-024,WH-007,PRD-0026,2025-05-21,2025-05-31,2025-06-01,1.0,True,inventory_shortage,UPS,delivered,True,False
SHP-003245,ORD-003245,SUP-007,WH-002,PRD-0149,2025-09-03,2025-09-08,,,,,DB Schenker,in_transit,False,False
SHP-003246,ORD-003246,SUP-013,WH-008,PRD-0099,2025-08-16,2025-08-21,2025-08-22,1.0,True,,UPS,delivered,False,False
SHP-003247,ORD-003247,SUP-020,WH-001,PRD-0088,2025-12-07,2025-12-16,2025-12-17,1.0,True,,UPS,delivered,False,False
SHP-003248,ORD-003248,SUP-017,WH-003,PRD-0114,2025-10-21,2025-11-02,2025-11-02,0.0,False,,DB Schenker,delivered,False,False
SHP-003249,ORD-003249,SUP-011,WH-004,PRD-0122,2025-07-27,2025-08-02,2025-08-02,0.0,False,,UPS,delivered,False,False
SHP-003250,ORD-003250,SUP-018,WH-001,PRD-0147,2025-02-23,2025-03-03,2025-03-17,14.0,True,inventory_shortage,DHL Freight,delivered,False,False
SHP-003251,ORD-003251,SUP-008,WH-003,PRD-0133,2025-05-16,2025-05-23,2025-05-21,-2.0,False,,Kuehne+Nagel,delivered,False,True
SHP-003252,ORD-003252,SUP-021,WH-007,PRD-0100,2025-07-31,2025-08-09,2025-08-08,-1.0,False,,Kuehne+Nagel,delivered,True,False
SHP-003253,ORD-003253,SUP-013,WH-004,PRD-0056,2025-04-02,2025-04-10,2025-04-15,5.0,True,weather_disruption,DPD,delivered,False,False
SHP-003254,ORD-003254,SUP-017,WH-005,PRD-0114,2025-03-27,2025-04-11,2025-04-12,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-003255,ORD-003255,SUP-018,WH-008,PRD-0077,2025-03-24,2025-03-30,2025-03-30,0.0,False,,UPS,delivered,False,False
SHP-003256,ORD-003256,SUP-001,WH-008,PRD-0065,2025-02-26,2025-03-07,2025-03-08,1.0,True,,DPD,delivered,True,False
SHP-003257,ORD-003257,SUP-011,WH-008,PRD-0146,2025-08-30,2025-09-06,2025-09-05,-1.0,False,,UPS,delivered,False,True
SHP-003258,ORD-003258,SUP-002,WH-003,PRD-0043,2025-05-09,2025-05-23,2025-05-25,2.0,True,carrier_delay,DHL Freight,delivered,True,False
SHP-003259,ORD-003259,SUP-009,WH-006,PRD-0044,2025-11-30,2025-12-05,2025-12-05,0.0,False,,DHL Freight,delivered,True,False
SHP-003260,ORD-003260,SUP-017,WH-007,PRD-0114,2025-11-14,2025-11-26,2025-11-30,4.0,True,weather_disruption,Kuehne+Nagel,delivered,False,False
SHP-003261,ORD-003261,SUP-019,WH-008,PRD-0174,2025-03-22,2025-03-27,2025-03-31,4.0,True,customs_documentation,UPS,delivered,False,False
SHP-003262,ORD-003262,SUP-012,WH-005,PRD-0148,2025-08-21,2025-09-01,2025-09-02,1.0,True,,DPD,delivered,False,False
SHP-003263,ORD-003263,SUP-024,WH-001,PRD-0019,2025-05-16,2025-05-24,2025-05-24,0.0,False,,UPS,delivered,False,False
SHP-003264,ORD-003264,SUP-008,WH-001,PRD-0081,2025-01-22,2025-02-01,2025-02-01,0.0,False,,DB Schenker,delivered,False,False
SHP-003265,ORD-003265,SUP-012,WH-008,PRD-0148,2025-11-27,2025-12-10,2025-12-09,-1.0,False,,DHL Freight,delivered,False,False
SHP-003266,ORD-003266,SUP-019,WH-004,PRD-0066,2025-12-22,2025-12-30,2025-12-31,1.0,True,supplier_late_dispatch,DHL Freight,delivered,False,False
SHP-003267,ORD-003267,SUP-023,WH-007,PRD-0179,2025-12-24,2026-01-04,2026-01-04,0.0,False,,DPD,delivered,False,False
SHP-003268,ORD-003268,SUP-011,WH-005,PRD-0166,2025-09-08,2025-09-16,2025-09-14,-2.0,False,,Kuehne+Nagel,delivered,False,True
SHP-003269,ORD-003269,SUP-014,WH-003,PRD-0058,2025-03-20,2025-03-27,2025-03-25,-2.0,False,,DHL Freight,delivered,True,False
SHP-003270,ORD-003270,SUP-009,WH-007,PRD-0086,2025-05-19,2025-05-29,,,,,DHL Freight,in_transit,False,False
SHP-003271,ORD-003271,SUP-011,WH-001,PRD-0082,2025-10-25,2025-11-04,2025-11-06,2.0,True,inventory_shortage,UPS,delivered,True,True
SHP-003272,ORD-003272,SUP-018,WH-001,PRD-0105,2025-09-12,2025-09-22,2025-09-22,0.0,False,,UPS,delivered,False,True
SHP-003273,ORD-003273,SUP-017,WH-003,PRD-0114,2025-10-05,2025-10-16,2025-10-18,2.0,True,weather_disruption,DB Schenker,delivered,False,False
SHP-003274,ORD-003274,SUP-015,WH-008,PRD-0076,2025-02-18,2025-02-26,2025-02-26,0.0,False,,DHL Freight,delivered,False,False
SHP-003275,ORD-003275,SUP-023,WH-006,PRD-0179,2025-04-21,2025-05-02,2025-05-02,0.0,False,,DHL Freight,delivered,False,False
SHP-003276,ORD-003276,SUP-008,WH-003,PRD-0030,2025-11-11,2025-11-21,2025-11-27,6.0,True,warehouse_capacity_constraint,UPS,delivered,False,True
SHP-003277,ORD-003277,SUP-014,WH-006,PRD-0103,2025-06-15,2025-06-21,2025-06-22,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-003278,ORD-003278,SUP-004,WH-008,PRD-0062,2025-11-10,2025-11-22,2025-11-22,0.0,False,,UPS,delivered,False,False
SHP-003279,ORD-003279,SUP-018,WH-006,PRD-0009,2025-11-05,2025-11-10,2025-11-10,0.0,False,,DPD,delivered,False,True
SHP-003280,ORD-003280,SUP-020,WH-004,PRD-0128,2025-06-21,2025-06-25,2025-06-25,0.0,False,,UPS,delivered,True,False
SHP-003281,ORD-003281,SUP-003,WH-006,PRD-0035,2025-12-23,2025-12-28,2025-12-30,2.0,True,inventory_shortage,Kuehne+Nagel,delivered,True,True
SHP-003282,ORD-003282,SUP-015,WH-007,PRD-0021,2025-04-01,2025-04-05,2025-04-10,5.0,True,inventory_shortage,UPS,delivered,True,False
SHP-003283,ORD-003283,SUP-015,WH-001,PRD-0090,2025-10-03,2025-10-07,2025-10-07,0.0,False,,DHL Freight,delivered,False,False
SHP-003284,ORD-003284,SUP-008,WH-007,PRD-0078,2025-09-11,2025-09-20,2025-09-18,-2.0,False,,DHL Freight,delivered,False,False
SHP-003285,ORD-003285,SUP-017,WH-006,PRD-0114,2025-11-25,2025-12-07,2025-12-09,2.0,True,inventory_shortage,DHL Freight,delivered,False,True
SHP-003286,ORD-003286,SUP-020,WH-007,PRD-0041,2025-06-28,2025-07-06,2025-07-05,-1.0,False,,UPS,delivered,False,False
SHP-003287,ORD-003287,SUP-013,WH-007,PRD-0025,2025-04-11,2025-04-17,2025-04-15,-2.0,False,,DHL Freight,delivered,False,False
SHP-003288,ORD-003288,SUP-013,WH-003,PRD-0161,2025-03-09,2025-03-15,2025-03-15,0.0,False,,DB Schenker,delivered,True,True
SHP-003289,ORD-003289,SUP-003,WH-005,PRD-0037,2025-11-21,2025-11-27,2025-11-28,1.0,True,,DB Schenker,delivered,True,False
SHP-003290,ORD-003290,SUP-022,WH-008,PRD-0064,2025-03-25,2025-03-31,2025-03-30,-1.0,False,,DHL Freight,delivered,False,False
SHP-003291,ORD-003291,SUP-008,WH-007,PRD-0133,2025-12-17,2025-12-28,2025-12-27,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003292,ORD-003292,SUP-019,WH-007,PRD-0180,2025-11-13,2025-11-19,2025-11-20,1.0,True,,DB Schenker,delivered,False,False
SHP-003293,ORD-003293,SUP-013,WH-001,PRD-0087,2025-04-06,2025-04-15,2025-04-13,-2.0,False,,Kuehne+Nagel,delivered,True,False
SHP-003294,ORD-003294,SUP-002,WH-005,PRD-0028,2025-08-03,2025-08-16,2025-08-15,-1.0,False,,Kuehne+Nagel,delivered,False,True
SHP-003295,ORD-003295,SUP-018,WH-007,PRD-0119,2025-04-25,2025-05-02,2025-05-04,2.0,True,carrier_delay,DPD,delivered,True,False
SHP-003296,ORD-003296,SUP-019,WH-003,PRD-0124,2025-03-29,2025-04-03,2025-04-03,0.0,False,,UPS,delivered,False,True
SHP-003297,ORD-003297,SUP-018,WH-007,PRD-0038,2025-02-24,2025-03-07,2025-03-07,0.0,False,,UPS,delivered,False,False
SHP-003298,ORD-003298,SUP-011,WH-001,PRD-0080,2025-03-07,2025-03-11,2025-03-12,1.0,True,warehouse_capacity_constraint,UPS,delivered,False,False
SHP-003299,ORD-003299,SUP-008,WH-002,PRD-0069,2025-01-19,2025-01-25,2025-01-25,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003300,ORD-003300,SUP-015,WH-003,PRD-0018,2025-01-17,2025-01-20,2025-01-20,0.0,False,,DHL Freight,delivered,False,False
SHP-003301,ORD-003301,SUP-008,WH-007,PRD-0030,2025-10-25,2025-11-04,2025-11-05,1.0,True,quality_hold,DB Schenker,delivered,False,False
SHP-003302,ORD-003302,SUP-001,WH-006,PRD-0121,2025-04-15,2025-04-20,2025-04-20,0.0,False,,UPS,delivered,True,True
SHP-003303,ORD-003303,SUP-007,WH-006,PRD-0091,2025-03-15,2025-03-18,2025-03-16,-2.0,False,,DPD,delivered,False,True
SHP-003304,ORD-003304,SUP-006,WH-006,PRD-0004,2025-10-13,2025-10-18,,,,,DB Schenker,in_transit,False,False
SHP-003305,ORD-003305,SUP-004,WH-006,PRD-0040,2025-09-09,2025-09-23,2025-09-24,1.0,True,,UPS,delivered,False,False
SHP-003306,ORD-003306,SUP-013,WH-005,PRD-0024,2025-11-13,2025-11-20,2025-11-18,-2.0,False,,Kuehne+Nagel,delivered,True,False
SHP-003307,ORD-003307,SUP-003,WH-004,PRD-0173,2025-02-07,2025-02-12,2025-02-12,0.0,False,,DB Schenker,delivered,False,False
SHP-003308,ORD-003308,SUP-002,WH-004,PRD-0014,2025-02-05,2025-02-17,,,,,DPD,in_transit,False,False
SHP-003309,ORD-003309,SUP-023,WH-008,PRD-0131,2025-10-07,2025-10-18,2025-10-16,-2.0,False,,DPD,delivered,True,False
SHP-003310,ORD-003310,SUP-016,WH-008,PRD-0154,2026-01-02,2026-01-13,2026-01-13,0.0,False,,DPD,delivered,False,True
SHP-003311,ORD-003311,SUP-016,WH-003,PRD-0096,2025-02-27,2025-03-12,2025-03-13,1.0,True,,UPS,delivered,False,False
SHP-003312,ORD-003312,SUP-015,WH-005,PRD-0076,2025-09-26,2025-10-04,2025-10-05,1.0,True,,UPS,delivered,False,False
SHP-003313,ORD-003313,SUP-004,WH-006,PRD-0017,2025-11-22,2025-12-06,2025-12-06,0.0,False,,DHL Freight,delivered,False,False
SHP-003314,ORD-003314,SUP-023,WH-004,PRD-0033,2025-07-29,2025-08-09,,,,,UPS,in_transit,False,False
SHP-003315,ORD-003315,SUP-018,WH-007,PRD-0119,2025-08-01,2025-08-05,2025-08-04,-1.0,False,,Kuehne+Nagel,delivered,True,False
SHP-003316,ORD-003316,SUP-008,WH-002,PRD-0030,2025-09-09,2025-09-17,2025-09-18,1.0,True,supplier_late_dispatch,UPS,delivered,False,False
SHP-003317,ORD-003317,SUP-015,WH-007,PRD-0107,2025-09-06,2025-09-12,2025-09-11,-1.0,False,,DB Schenker,delivered,True,False
SHP-003318,ORD-003318,SUP-014,WH-004,PRD-0126,2025-09-25,2025-09-30,2025-09-28,-2.0,False,,DB Schenker,delivered,False,False
SHP-003319,ORD-003319,SUP-011,WH-008,PRD-0109,2025-11-25,2025-11-30,2025-12-10,10.0,True,supplier_late_dispatch,Kuehne+Nagel,delivered,True,True
SHP-003320,ORD-003320,SUP-015,WH-007,PRD-0021,2025-07-02,2025-07-07,2025-07-09,2.0,True,warehouse_capacity_constraint,UPS,delivered,True,False
SHP-003321,ORD-003321,SUP-009,WH-003,PRD-0086,2025-03-21,2025-03-25,2025-03-25,0.0,False,,Kuehne+Nagel,delivered,False,True
SHP-003322,ORD-003322,SUP-009,WH-002,PRD-0165,2025-06-05,2025-06-09,2025-06-08,-1.0,False,,DB Schenker,delivered,False,False
SHP-003323,ORD-003323,SUP-015,WH-008,PRD-0018,2025-01-18,2025-01-23,2025-01-27,4.0,True,inventory_shortage,DB Schenker,delivered,False,False
SHP-003324,ORD-003324,SUP-019,WH-002,PRD-0032,2025-03-17,2025-03-25,2025-03-25,0.0,False,,DHL Freight,delivered,False,False
SHP-003325,ORD-003325,SUP-018,WH-007,PRD-0105,2025-12-17,2025-12-27,2026-01-06,10.0,True,quality_hold,DHL Freight,delivered,False,False
SHP-003326,ORD-003326,SUP-007,WH-002,PRD-0036,2025-12-30,2026-01-08,2026-01-08,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003327,ORD-003327,SUP-014,WH-001,PRD-0102,2025-10-15,2025-10-17,2025-10-18,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-003328,ORD-003328,SUP-017,WH-008,PRD-0029,2025-07-08,2025-07-23,2025-07-24,1.0,True,quality_hold,DHL Freight,delivered,True,False
SHP-003329,ORD-003329,SUP-003,WH-008,PRD-0173,2025-07-17,2025-07-20,2025-07-20,0.0,False,,DPD,delivered,False,False
SHP-003330,ORD-003330,SUP-017,WH-008,PRD-0172,2025-12-14,2025-12-25,2025-12-25,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003331,ORD-003331,SUP-020,WH-002,PRD-0088,2025-01-09,2025-01-16,2025-01-18,2.0,True,carrier_delay,Kuehne+Nagel,delivered,False,False
SHP-003332,ORD-003332,SUP-008,WH-008,PRD-0106,2025-04-06,2025-04-18,2025-04-19,1.0,True,,DHL Freight,delivered,False,False
SHP-003333,ORD-003333,SUP-013,WH-006,PRD-0025,2025-10-28,2025-11-02,2025-11-02,0.0,False,,DPD,delivered,False,False
SHP-003334,ORD-003334,SUP-018,WH-006,PRD-0022,2025-10-22,2025-11-01,2025-11-02,1.0,True,,UPS,delivered,False,False
SHP-003335,ORD-003335,SUP-009,WH-006,PRD-0044,2025-03-02,2025-03-09,2025-03-09,0.0,False,,UPS,delivered,False,False
SHP-003336,ORD-003336,SUP-004,WH-001,PRD-0045,2025-10-13,2025-10-21,2025-10-20,-1.0,False,,DB Schenker,delivered,False,False
SHP-003337,ORD-003337,SUP-018,WH-005,PRD-0039,2025-08-29,2025-09-06,2025-09-06,0.0,False,,UPS,delivered,False,False
SHP-003338,ORD-003338,SUP-020,WH-001,PRD-0041,2025-12-28,2026-01-04,2026-01-02,-2.0,False,,DB Schenker,delivered,False,False
SHP-003339,ORD-003339,SUP-018,WH-004,PRD-0022,2025-09-04,2025-09-13,2025-09-14,1.0,True,,DB Schenker,delivered,True,False
SHP-003340,ORD-003340,SUP-008,WH-002,PRD-0075,2025-08-02,2025-08-11,2025-08-09,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003341,ORD-003341,SUP-014,WH-002,PRD-0058,2025-10-24,2025-10-29,2025-10-27,-2.0,False,,DB Schenker,delivered,False,False
SHP-003342,ORD-003342,SUP-002,WH-008,PRD-0014,2025-04-30,2025-05-14,2025-05-13,-1.0,False,,DHL Freight,delivered,False,False
SHP-003343,ORD-003343,SUP-008,WH-003,PRD-0078,2025-05-01,2025-05-08,2025-05-13,5.0,True,carrier_delay,DB Schenker,delivered,True,False
SHP-003344,ORD-003344,SUP-007,WH-008,PRD-0118,2025-07-11,2025-07-18,2025-07-25,7.0,True,warehouse_capacity_constraint,Kuehne+Nagel,delivered,False,False
SHP-003345,ORD-003345,SUP-001,WH-006,PRD-0065,2025-12-26,2025-12-31,2026-01-02,2.0,True,supplier_late_dispatch,DHL Freight,delivered,False,False
SHP-003346,ORD-003346,SUP-004,WH-003,PRD-0003,2025-08-19,2025-08-30,2025-08-28,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003347,ORD-003347,SUP-003,WH-007,PRD-0173,2025-12-25,2025-12-29,2025-12-29,0.0,False,,UPS,delivered,False,False
SHP-003348,ORD-003348,SUP-015,WH-002,PRD-0141,2025-10-05,2025-10-10,2025-10-11,1.0,True,,DB Schenker,delivered,True,False
SHP-003349,ORD-003349,SUP-008,WH-008,PRD-0030,2025-05-28,2025-06-08,2025-06-09,1.0,True,,UPS,delivered,False,False
SHP-003350,ORD-003350,SUP-008,WH-001,PRD-0030,2025-09-10,2025-09-21,2025-09-21,0.0,False,,DPD,delivered,False,True
SHP-003351,ORD-003351,SUP-004,WH-007,PRD-0178,2025-11-15,2025-11-27,2025-11-27,0.0,False,,DPD,delivered,True,False
SHP-003352,ORD-003352,SUP-002,WH-004,PRD-0031,2025-12-01,2025-12-15,2025-12-15,0.0,False,,DB Schenker,delivered,False,True
SHP-003353,ORD-003353,SUP-005,WH-004,PRD-0070,2025-03-03,2025-03-12,2025-03-12,0.0,False,,UPS,delivered,True,False
SHP-003354,ORD-003354,SUP-004,WH-006,PRD-0057,2025-07-02,2025-07-17,2025-07-17,0.0,False,,Kuehne+Nagel,delivered,True,False
SHP-003355,ORD-003355,SUP-017,WH-008,PRD-0059,2025-10-10,2025-10-19,2025-10-19,0.0,False,,DB Schenker,delivered,False,False
SHP-003356,ORD-003356,SUP-016,WH-003,PRD-0154,2025-09-26,2025-10-09,2025-10-09,0.0,False,,DHL Freight,delivered,True,False
SHP-003357,ORD-003357,SUP-015,WH-007,PRD-0107,2025-10-30,2025-11-05,2025-11-04,-1.0,False,,DHL Freight,delivered,False,False
SHP-003358,ORD-003358,SUP-024,WH-008,PRD-0026,2025-04-02,2025-04-12,2025-04-10,-2.0,False,,DPD,delivered,False,False
SHP-003359,ORD-003359,SUP-002,WH-004,PRD-0043,2025-10-05,2025-10-13,2025-10-11,-2.0,False,,Kuehne+Nagel,delivered,False,True
SHP-003360,ORD-003360,SUP-019,WH-007,PRD-0016,2025-11-02,2025-11-08,2025-11-14,6.0,True,supplier_late_dispatch,DHL Freight,delivered,False,False
SHP-003361,ORD-003361,SUP-003,WH-002,PRD-0061,2025-05-31,2025-06-08,2025-06-07,-1.0,False,,DB Schenker,delivered,False,False
SHP-003362,ORD-003362,SUP-014,WH-006,PRD-0058,2025-10-21,2025-10-29,2025-10-27,-2.0,False,,DHL Freight,delivered,False,True
SHP-003363,ORD-003363,SUP-004,WH-008,PRD-0040,2025-09-26,2025-10-09,,,,,DPD,in_transit,False,False
SHP-003364,ORD-003364,SUP-012,WH-008,PRD-0148,2025-09-30,2025-10-12,2025-10-12,0.0,False,,DB Schenker,delivered,False,False
SHP-003365,ORD-003365,SUP-016,WH-004,PRD-0123,2025-05-10,2025-05-21,2025-05-25,4.0,True,customs_documentation,DB Schenker,delivered,False,False
SHP-003366,ORD-003366,SUP-011,WH-001,PRD-0166,2025-11-21,2025-12-02,2025-11-30,-2.0,False,,DPD,delivered,False,True
SHP-003367,ORD-003367,SUP-010,WH-002,PRD-0170,2025-10-04,2025-10-09,2025-10-10,1.0,True,,DB Schenker,delivered,False,False
SHP-003368,ORD-003368,SUP-014,WH-008,PRD-0164,2025-02-13,2025-02-17,2025-02-18,1.0,True,,DPD,delivered,False,False
SHP-003369,ORD-003369,SUP-014,WH-007,PRD-0104,2025-01-20,2025-01-27,2025-01-25,-2.0,False,,Kuehne+Nagel,delivered,True,True
SHP-003370,ORD-003370,SUP-011,WH-002,PRD-0143,2025-07-11,2025-07-17,2025-07-15,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003371,ORD-003371,SUP-001,WH-001,PRD-0112,2025-10-12,2025-10-18,2025-10-20,2.0,True,inventory_shortage,Kuehne+Nagel,delivered,True,False
SHP-003372,ORD-003372,SUP-017,WH-002,PRD-0110,2025-03-24,2025-04-04,2025-04-03,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003373,ORD-003373,SUP-003,WH-008,PRD-0007,2025-08-10,2025-08-13,2025-08-14,1.0,True,warehouse_capacity_constraint,DHL Freight,delivered,False,True
SHP-003374,ORD-003374,SUP-008,WH-003,PRD-0133,2025-10-09,2025-10-21,2025-10-25,4.0,True,supplier_late_dispatch,Kuehne+Nagel,delivered,False,False
SHP-003375,ORD-003375,SUP-013,WH-002,PRD-0127,2025-11-25,2025-12-02,2025-12-02,0.0,False,,DB Schenker,delivered,False,False
SHP-003376,ORD-003376,SUP-014,WH-006,PRD-0083,2025-11-15,2025-11-17,2025-11-15,-2.0,False,,DB Schenker,delivered,False,False
SHP-003377,ORD-003377,SUP-011,WH-005,PRD-0001,2025-10-16,2025-10-22,2025-10-22,0.0,False,,UPS,delivered,False,False
SHP-003378,ORD-003378,SUP-006,WH-004,PRD-0050,2025-09-13,,2025-09-15,-2.0,False,,UPS,delivered,True,False
SHP-003379,ORD-003379,SUP-013,WH-005,PRD-0087,2025-06-23,2025-06-27,2025-06-27,0.0,False,,DPD,delivered,False,False
SHP-003380,ORD-003380,SUP-007,WH-001,PRD-0129,2025-11-11,2025-11-15,2025-11-16,1.0,True,carrier_delay,Kuehne+Nagel,delivered,False,False
SHP-003381,ORD-003381,SUP-016,WH-005,PRD-0093,2025-11-22,2025-12-06,2025-12-06,0.0,False,,DPD,delivered,False,True
SHP-003382,ORD-003382,SUP-022,WH-004,PRD-0140,2025-06-06,2025-06-11,2025-06-11,0.0,False,,DHL Freight,delivered,True,False
SHP-003383,ORD-003383,SUP-014,WH-006,PRD-0102,2025-11-21,2025-11-28,2025-11-27,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003384,ORD-003384,SUP-014,WH-008,PRD-0083,2025-10-22,2025-10-28,2025-10-27,-1.0,False,,DB Schenker,delivered,False,True
SHP-003385,ORD-003385,SUP-012,WH-002,PRD-0176,2025-01-21,2025-02-06,,,,,UPS,in_transit,False,True
SHP-003386,ORD-003386,SUP-015,WH-007,PRD-0177,2025-10-11,2025-10-18,2025-10-18,0.0,False,,DHL Freight,delivered,False,False
SHP-003387,ORD-003387,SUP-008,WH-006,PRD-0111,2025-04-20,2025-04-30,2025-04-30,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003388,ORD-003388,SUP-009,WH-004,PRD-0079,2025-11-04,2025-11-13,2025-11-14,1.0,True,,DB Schenker,delivered,False,False
SHP-003389,ORD-003389,SUP-019,WH-003,PRD-0125,2025-01-08,2025-01-15,2025-01-14,-1.0,False,,DHL Freight,delivered,False,False
SHP-003390,ORD-003390,SUP-009,WH-001,PRD-0042,2025-11-10,2025-11-18,2025-11-20,2.0,True,warehouse_capacity_constraint,DHL Freight,delivered,True,True
SHP-003391,ORD-003391,SUP-013,WH-002,PRD-0161,2025-12-30,2026-01-05,2026-01-06,1.0,True,customs_documentation,DPD,delivered,False,False
SHP-003392,ORD-003392,SUP-011,WH-005,PRD-0001,2025-11-19,2025-11-30,2025-11-29,-1.0,False,,DB Schenker,delivered,False,True
SHP-003393,ORD-003393,SUP-014,WH-008,PRD-0083,2025-07-30,2025-08-02,2025-08-05,3.0,True,carrier_delay,DB Schenker,delivered,False,False
SHP-003394,ORD-003394,SUP-013,WH-007,PRD-0092,2025-06-26,2025-07-04,2025-07-04,0.0,False,,DHL Freight,delivered,False,False
SHP-003395,ORD-003395,SUP-009,WH-005,PRD-0044,2025-04-03,2025-04-11,,,,,UPS,in_transit,False,False
SHP-003396,ORD-003396,SUP-007,WH-008,PRD-0095,2025-10-09,2025-10-13,2025-10-13,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-003397,ORD-003397,SUP-005,WH-003,PRD-0162,2025-11-18,2025-11-27,2025-11-28,1.0,True,,DHL Freight,delivered,True,False
SHP-003398,ORD-003398,SUP-005,WH-007,PRD-0162,2025-11-01,2025-11-11,2025-11-12,1.0,True,customs_documentation,UPS,delivered,True,False
SHP-003399,ORD-003399,SUP-009,WH-002,PRD-0079,2025-06-09,2025-06-16,2025-06-15,-1.0,False,,DHL Freight,delivered,False,False
SHP-003400,ORD-003400,SUP-004,WH-003,PRD-0057,2025-12-29,2026-01-11,2026-01-12,1.0,True,carrier_delay,DPD,delivered,False,False
