order_id,customer_region,product_id,supplier_id,warehouse_id,order_date,order_quantity,order_value_eur,priority,order_status
ORD-002685,DE-North,PRD-0157,SUP-010,WH-008,2025-10-22,409,151280.92,standard,fulfilled
ORD-002686,DE-East,PRD-0099,SUP-013,WH-003,2025-09-02,136,35440.24,standard,fulfilled
ORD-002687,DE-Central,PRD-0047,SUP-010,WH-006,2025-04-30,1097,66258.8,standard,fulfilled
ORD-002688,DE-North,PRD-0028,SUP-002,WH-002,2025-07-31,350,118114.5,standard,fulfilled
ORD-002689,DE-East,PRD-0095,SUP-007,WH-007,2025-04-08,148,63270.0,expedited,fulfilled
ORD-002690,DE-West,PRD-0176,SUP-012,WH-001,2025-02-03,218,7952.64,standard,fulfilled
ORD-002691,DE-North,PRD-0055,SUP-009,WH-007,2025-09-10,8,1451.36,standard,fulfilled
ORD-002692,DE-South,PRD-0117,SUP-024,WH-002,2025-09-06,255,22700.1,standard,fulfilled
ORD-002693,DE-West,PRD-0164,SUP-014,WH-002,2025-11-09,168,54779.76,standard,fulfilled
ORD-002694,DE-Central,PRD-0153,SUP-023,WH-008,2025-01-29,60,13561.2,standard,fulfilled
ORD-002695,DE-Central,PRD-0117,SUP-024,WH-001,2025-01-11,490,43619.8,standard,fulfilled
ORD-002696,DE-West,PRD-0025,SUP-013,WH-001,2025-02-27,832,3710.72,expedited,fulfilled
ORD-002697,DE-East,PRD-0021,SUP-015,WH-007,2025-10-14,360,30754.8,standard,fulfilled
ORD-002698,DE-West,PRD-0115,SUP-015,WH-003,2025-02-25,467,74990.86,standard,fulfilled
ORD-002699,DE-South,PRD-0041,SUP-020,WH-005,2025-01-26,258,32275.8,critical,fulfilled
ORD-002700,DE-South,PRD-0063,SUP-011,WH-006,2025-04-02,347,104540.69,standard,fulfilled
ORD-002701,DE-South,PRD-0005,SUP-016,WH-007,2025-03-08,74,20048.82,expedited,fulfilled
ORD-002702,DE-East,PRD-0126,SUP-014,WH-001,2025-11-11,81,4567.59,standard,fulfilled
ORD-002703,DE-East,PRD-0097,SUP-012,WH-001,2025-11-20,939,296545.59,critical,fulfilled
ORD-002704,DE-West,PRD-0077,SUP-018,WH-006,2025-07-28,256,95833.6,standard,fulfilled
ORD-002705,DE-East,PRD-0129,SUP-007,WH-004,2025-06-14,395,168507.0,standard,fulfilled
ORD-002706,DE-Central,PRD-0161,SUP-013,WH-005,2025-11-28,25,7959.5,expedited,fulfilled
ORD-002707,DE-South,PRD-0052,SUP-023,WH-003,2025-04-21,137,16800.31,standard,fulfilled
ORD-002708,DE-East,PRD-0124,SUP-019,WH-006,2025-11-21,6,1338.36,critical,fulfilled
ORD-002709,DE-Central,PRD-0157,SUP-010,WH-002,2025-02-15,60,22192.8,standard,fulfilled
ORD-002710,DE-East,PRD-0141,SUP-015,WH-002,2025-02-27,997,234514.34,expedited,fulfilled
ORD-002711,DE-North,PRD-0095,SUP-007,WH-008,2025-11-07,40,17100.0,standard,fulfilled
ORD-002712,DE-East,PRD-0057,SUP-004,WH-001,2025-01-19,269,113752.03,standard,fulfilled
ORD-002713,DE-East,PRD-0003,SUP-004,WH-003,2025-02-21,136,31304.48,standard,fulfilled
ORD-002714,DE-South,PRD-0028,SUP-002,WH-005,2025-05-30,133,44883.51,standard,fulfilled
ORD-002715,DE-East,PRD-0017,SUP-004,WH-007,2025-09-12,78,6904.56,standard,fulfilled
ORD-002716,DE-South,PRD-0143,SUP-011,WH-005,2025-10-29,92,17096.36,standard,fulfilled
ORD-002717,DE-East,PRD-0088,SUP-020,WH-006,2025-12-21,622,257557.76,standard,fulfilled
ORD-002718,DE-East,PRD-0083,SUP-014,WH-005,2025-07-10,342,10704.6,standard,fulfilled
ORD-002719,DE-East,PRD-0061,SUP-003,WH-006,2025-01-05,37,6146.44,standard,fulfilled
ORD-002720,DE-North,PRD-0125,SUP-019,WH-004,2025-02-24,96,6731.52,standard,fulfilled
ORD-002721,DE-North,PRD-0090,SUP-015,WH-002,2025-09-09,57,3653.13,standard,fulfilled
ORD-002722,DE-Central,PRD-0149,SUP-007,WH-005,2025-06-09,263,90166.92,expedited,fulfilled
ORD-002723,DE-North,PRD-0179,SUP-023,WH-002,2025-03-31,91,23673.65,expedited,fulfilled
ORD-002724,DE-East,PRD-0040,SUP-004,WH-001,2025-11-26,41,4984.78,expedited,fulfilled
ORD-002725,DE-East,PRD-0027,SUP-010,WH-006,2025-04-24,245,17791.9,expedited,open
ORD-002726,DE-South,PRD-0152,SUP-004,WH-002,2025-10-07,106,4782.72,standard,fulfilled
ORD-002727,DE-North,PRD-0023,SUP-008,WH-006,2025-12-29,84,36637.44,critical,fulfilled
ORD-002728,DE-South,PRD-0064,SUP-022,WH-003,2025-03-29,347,30938.52,standard,fulfilled
ORD-002729,DE-East,PRD-0166,SUP-011,WH-005,2025-09-19,184,54031.6,critical,fulfilled
ORD-002730,DE-South,PRD-0075,SUP-008,WH-002,2025-11-28,480,12441.6,standard,fulfilled
ORD-002731,DE-West,PRD-0051,SUP-011,WH-001,2025-06-30,134,44538.92,expedited,fulfilled
ORD-002732,DE-North,PRD-0098,SUP-006,WH-007,2025-08-07,217,76119.26,standard,fulfilled
ORD-002733,DE-West,PRD-0158,SUP-015,WH-007,2025-07-10,453,176597.52,expedited,fulfilled
ORD-002734,DE-North,PRD-0173,SUP-003,WH-005,2025-05-14,243,19294.2,standard,fulfilled
ORD-002735,DE-North,PRD-0132,SUP-010,WH-008,2025-02-24,120,2168.4,standard,fulfilled
ORD-002736,DE-North,PRD-0028,SUP-002,WH-008,2025-11-06,231,77955.57,standard,fulfilled
ORD-002737,DE-South,PRD-0009,SUP-018,WH-007,2025-12-31,451,195774.59,standard,fulfilled
ORD-002738,DE-South,PRD-0028,SUP-002,WH-007,2025-08-12,403,136000.41,standard,fulfilled
ORD-002739,DE-East,PRD-0084,SUP-019,WH-003,2025-06-26,146,56360.38,critical,fulfilled
ORD-002740,DE-South,PRD-0099,SUP-013,WH-004,2025-11-02,48,12508.32,standard,fulfilled
ORD-002741,DE-East,PRD-0060,SUP-023,WH-006,2025-01-13,155,18170.65,standard,open
ORD-002742,DE-West,PRD-0110,SUP-017,WH-006,2025-10-03,283,71219.78,expedited,fulfilled
ORD-002743,DE-East,PRD-0140,SUP-022,WH-008,2025-08-30,40,17992.4,expedited,fulfilled
ORD-002744,DE-South,PRD-0140,SUP-022,WH-007,2025-11-14,239,107504.59,standard,fulfilled
ORD-002745,DE-Central,PRD-0043,SUP-002,WH-006,2025-11-24,27,10092.6,standard,fulfilled
ORD-002746,DE-Central,PRD-0098,SUP-006,WH-006,2025-04-30,212,74365.36,standard,fulfilled
ORD-002747,DE-East,PRD-0150,SUP-015,WH-008,2025-12-27,26,10860.46,standard,fulfilled
ORD-002748,DE-West,PRD-0051,SUP-011,WH-003,2025-01-28,7,2326.66,standard,fulfilled
ORD-002749,DE-West,PRD-0131,SUP-023,WH-008,2025-11-25,1127,209509.3,standard,fulfilled
ORD-002750,DE-East,PRD-0123,SUP-016,WH-002,2025-02-20,158,66941.44,standard,fulfilled
ORD-002751,DE-Central,PRD-0164,SUP-014,WH-006,2025-02-19,342,111515.94,critical,fulfilled
ORD-002752,DE-West,PRD-0170,SUP-010,WH-005,2025-03-16,63,4900.14,standard,fulfilled
ORD-002753,DE-East,PRD-0025,SUP-013,WH-002,2025-07-28,244,1088.24,critical,fulfilled
ORD-002754,DE-South,PRD-0162,SUP-005,WH-007,2025-12-19,112,48640.48,standard,fulfilled
ORD-002755,DE-West,PRD-0114,SUP-017,WH-007,2025-02-05,404,86783.24,standard,fulfilled
ORD-002756,DE-Central,PRD-0072,SUP-021,WH-004,2025-03-03,55,10370.25,expedited,fulfilled
ORD-002757,DE-East,PRD-0017,SUP-004,WH-003,2025-01-26,179,15845.08,standard,fulfilled
ORD-002758,DE-Central,PRD-0104,SUP-014,WH-005,2025-04-22,163,52047.53,expedited,fulfilled
ORD-002759,DE-West,PRD-0042,SUP-009,WH-002,2025-11-25,251,57521.67,standard,fulfilled
ORD-002760,DE-Central,PRD-0087,SUP-013,WH-001,2025-08-04,125,37768.75,standard,fulfilled
ORD-002761,DE-Central,PRD-0024,SUP-013,WH-007,2025-07-20,57,12450.51,standard,fulfilled
ORD-002762,DE-Central,PRD-0055,SUP-009,WH-008,2025-09-19,119,21588.98,standard,fulfilled
ORD-002763,DE-West,PRD-0098,SUP-006,WH-008,2025-01-01,351,123123.78,standard,fulfilled
ORD-002764,DE-West,PRD-0180,SUP-019,WH-001,2025-05-27,92,11597.52,expedited,fulfilled
ORD-002765,DE-South,PRD-0155,SUP-020,WH-004,2025-12-24,127,22195.79,expedited,fulfilled
ORD-002766,DE-West,PRD-0096,SUP-016,WH-008,2025-09-30,459,50494.59,standard,fulfilled
ORD-002767,DE-East,PRD-0053,SUP-008,WH-001,2025-09-16,76,29401.36,standard,fulfilled
ORD-002768,DE-East,PRD-0178,SUP-004,WH-006,2025-06-11,958,368360.58,standard,fulfilled
ORD-002769,DE-East,PRD-0001,SUP-011,WH-004,2025-10-12,133,46108.44,standard,fulfilled
ORD-002770,DE-South,PRD-0162,SUP-005,WH-008,2025-12-02,846,367409.34,standard,fulfilled
ORD-002771,DE-West,PRD-0051,SUP-011,WH-004,2025-09-27,114,37891.32,standard,fulfilled
ORD-002772,DE-South,PRD-0054,SUP-008,WH-007,2025-10-03,203,28373.31,standard,fulfilled
ORD-002773,DE-North,PRD-0126,SUP-014,WH-004,2025-11-20,34,1917.26,standard,fulfilled
ORD-002774,DE-Central,PRD-0075,SUP-008,WH-003,2025-11-12,49,1270.08,standard,fulfilled
ORD-002775,DE-Central,PRD-0116,SUP-011,WH-007,2025-09-04,188,61203.4,critical,fulfilled
ORD-002776,DE-East,PRD-0009,SUP-018,WH-006,2025-05-24,237,102879.33,standard,fulfilled
ORD-002777,DE-South,PRD-0100,SUP-021,WH-006,2025-02-11,666,178401.42,standard,fulfilled
ORD-002778,DE-West,PRD-0038,SUP-018,WH-007,2025-12-05,175,12937.75,standard,fulfilled
ORD-002779,DE-West,PRD-0149,SUP-007,WH-007,2025-12-25,147,50397.48,standard,fulfilled
ORD-002780,DE-North,PRD-0089,SUP-022,WH-008,2025-07-11,78,20886.84,critical,fulfilled
ORD-002781,DE-West,PRD-0147,SUP-018,WH-008,2025-08-22,92,27337.8,standard,fulfilled
ORD-002782,DE-West,PRD-0009,SUP-018,WH-001,2025-11-10,477,207060.93,standard,fulfilled
ORD-002783,DE-West,PRD-0097,SUP-012,WH-001,2025-02-06,126,39792.06,standard,fulfilled
ORD-002784,DE-North,PRD-0057,SUP-004,WH-003,2025-05-12,243,102757.41,standard,fulfilled
ORD-002785,DE-Central,PRD-0147,SUP-018,WH-006,2025-12-02,238,70721.7,standard,fulfilled
ORD-002786,DE-South,PRD-0011,SUP-015,WH-008,2025-01-07,347,140597.46,standard,fulfilled
ORD-002787,DE-Central,PRD-0167,SUP-016,WH-002,2025-09-06,267,75659.79,standard,fulfilled
ORD-002788,DE-South,PRD-0038,SUP-018,WH-002,2025-05-22,289,21365.77,standard,fulfilled
ORD-002789,DE-Central,PRD-0142,SUP-016,WH-005,2025-01-29,203,58246.79,standard,fulfilled
ORD-002790,DE-West,PRD-0168,SUP-022,WH-007,2025-01-28,144,15598.08,standard,fulfilled
ORD-002791,DE-West,PRD-0153,SUP-023,WH-004,2025-08-08,83,18759.66,standard,fulfilled
ORD-002792,DE-North,PRD-0118,SUP-007,WH-005,2025-09-29,192,84729.6,standard,fulfilled
ORD-002793,DE-West,PRD-0161,SUP-013,WH-007,2025-02-25,59,18784.42,standard,fulfilled
ORD-002794,DE-Central,PRD-0159,SUP-011,WH-001,2025-11-26,244,50461.64,standard,fulfilled
ORD-002795,DE-East,PRD-0079,SUP-009,WH-008,2025-05-17,87,24650.58,expedited,fulfilled
ORD-002796,DE-South,PRD-0032,SUP-019,WH-001,2025-06-07,63,18712.26,standard,fulfilled
ORD-002797,DE-East,PRD-0116,SUP-011,WH-004,2025-05-08,1150,374382.5,standard,fulfilled
ORD-002798,DE-South,PRD-0047,SUP-010,WH-008,2025-10-10,1138,68735.2,standard,fulfilled
ORD-002799,DE-West,PRD-0121,SUP-001,WH-006,2025-06-10,1163,57347.53,critical,fulfilled
ORD-002800,DE-South,PRD-0136,SUP-015,WH-002,2025-12-03,139,27741.62,standard,fulfilled
ORD-002801,DE-North,PRD-0110,SUP-017,WH-006,2025-11-21,132,33219.12,standard,fulfilled
ORD-002802,DE-North,PRD-0071,SUP-020,WH-005,2025-03-09,148,65538.84,standard,fulfilled
ORD-002803,DE-South,PRD-0080,SUP-011,WH-007,2025-04-30,90,9738.0,standard,fulfilled
ORD-002804,DE-South,PRD-0089,SUP-022,WH-007,2025-03-25,79,21154.62,standard,fulfilled
ORD-002805,DE-Central,PRD-0029,SUP-017,WH-008,2025-07-14,377,10895.3,critical,fulfilled
ORD-002806,DE-East,PRD-0031,SUP-002,WH-004,2025-11-21,85,22269.15,standard,fulfilled
ORD-002807,DE-East,PRD-0123,SUP-016,WH-003,2025-10-22,31,13134.08,expedited,fulfilled
ORD-002808,DE-North,PRD-0063,SUP-011,WH-005,2025-05-15,73,21992.71,standard,open
ORD-002809,DE-Central,PRD-0132,SUP-010,WH-007,2025-05-02,138,2493.66,standard,fulfilled
ORD-002810,DE-North,PRD-0079,SUP-009,WH-006,2025-01-11,194,54967.96,standard,fulfilled
ORD-002811,DE-North,PRD-0059,SUP-017,WH-004,2025-09-23,326,89379.42,standard,fulfilled
ORD-002812,DE-East,PRD-0165,SUP-009,WH-002,2025-06-26,784,167093.92,standard,fulfilled
ORD-002813,DE-Central,PRD-0141,SUP-015,WH-001,2025-08-28,857,201583.54,standard,fulfilled
ORD-002814,DE-East,PRD-0139,SUP-008,WH-005,2025-09-29,249,3747.45,standard,fulfilled
ORD-002815,DE-Central,PRD-0088,SUP-020,WH-001,2025-05-01,64,26501.12,standard,fulfilled
ORD-002816,DE-East,PRD-0123,SUP-016,WH-004,2025-04-19,50,21184.0,standard,fulfilled
ORD-002817,DE-South,PRD-0157,SUP-010,WH-006,2025-01-31,126,46604.88,standard,fulfilled
ORD-002818,DE-West,PRD-0043,SUP-002,WH-007,2025-10-16,53,19811.4,expedited,fulfilled
ORD-002819,DE-East,PRD-0016,SUP-019,WH-007,2025-11-09,381,124388.88,standard,fulfilled
ORD-002820,DE-South,PRD-0018,SUP-015,WH-002,2025-12-26,197,37948.11,standard,fulfilled
ORD-002821,DE-Central,PRD-0011,SUP-015,WH-007,2025-11-27,103,41733.54,standard,fulfilled
ORD-002822,DE-East,PRD-0077,SUP-018,WH-006,2025-10-15,99,37060.65,standard,fulfilled
ORD-002823,DE-South,PRD-0094,SUP-012,WH-006,2025-02-22,453,203831.88,expedited,open
ORD-002824,DE-West,PRD-0105,SUP-018,WH-007,2025-01-30,396,110286.0,standard,fulfilled
ORD-002825,DE-Central,PRD-0046,SUP-019,WH-002,2025-06-04,1097,412636.55,standard,fulfilled
ORD-002826,DE-West,PRD-0109,SUP-011,WH-004,2025-10-15,791,284546.43,standard,fulfilled
ORD-002827,DE-South,PRD-0091,SUP-007,WH-002,2025-09-08,78,13476.06,expedited,fulfilled
ORD-002828,DE-Central,PRD-0027,SUP-010,WH-006,2025-01-11,475,34494.5,standard,fulfilled
ORD-002829,DE-South,PRD-0049,SUP-014,WH-003,2025-10-12,71,24979.22,standard,fulfilled
ORD-002830,DE-Central,PRD-0068,SUP-024,WH-006,2025-02-24,38,13600.2,standard,fulfilled
ORD-002831,DE-West,PRD-0174,SUP-019,WH-002,2025-11-24,330,74484.3,standard,fulfilled
ORD-002832,DE-South,PRD-0157,SUP-010,WH-001,2025-04-17,218,80633.84,expedited,fulfilled
ORD-002833,DE-South,PRD-0141,SUP-015,WH-002,2025-07-01,743,174768.46,standard,fulfilled
ORD-002834,DE-East,PRD-0110,SUP-017,WH-005,2025-10-26,338,85061.08,standard,fulfilled
ORD-002835,DE-Central,PRD-0146,SUP-011,WH-007,2025-10-19,299,43035.07,standard,fulfilled
ORD-002836,DE-East,PRD-0175,SUP-001,WH-008,2025-03-30,347,40772.5,standard,fulfilled
ORD-002837,DE-East,PRD-0054,SUP-008,WH-006,2025-04-15,252,35222.04,standard,fulfilled
ORD-002838,DE-West,PRD-0069,SUP-008,WH-004,2025-02-05,92,4158.4,expedited,fulfilled
ORD-002839,DE-South,PRD-0053,SUP-008,WH-007,2025-02-10,191,73890.26,standard,fulfilled
ORD-002840,DE-West,PRD-0147,SUP-018,WH-007,2025-11-19,306,90927.9,expedited,open
ORD-002841,DE-South,PRD-0042,SUP-009,WH-004,2025-02-21,616,141168.72,expedited,fulfilled
ORD-002842,DE-West,PRD-0132,SUP-010,WH-002,2025-10-10,149,2692.43,standard,fulfilled
ORD-002843,DE-South,PRD-0027,SUP-010,WH-005,2025-01-02,50,3631.0,standard,fulfilled
ORD-002844,DE-North,PRD-0107,SUP-015,WH-005,2025-12-19,304,34166.56,expedited,fulfilled
ORD-002845,DE-Central,PRD-0073,SUP-008,WH-005,2025-03-12,535,119968.4,expedited,fulfilled
ORD-002846,DE-South,PRD-0146,SUP-011,WH-002,2025-10-08,62,8923.66,standard,fulfilled
ORD-002847,DE-West,PRD-0125,SUP-019,WH-001,2025-03-24,124,8694.88,standard,fulfilled
ORD-002848,DE-North,PRD-0121,SUP-001,WH-006,2025-11-29,290,14299.9,standard,fulfilled
ORD-002849,DE-East,PRD-0079,SUP-009,WH-004,2025-09-10,68,19267.12,standard,open
ORD-002850,DE-South,PRD-0065,SUP-001,WH-002,2025-05-01,255,47126.55,standard,fulfilled
ORD-002851,DE-North,PRD-0051,SUP-011,WH-002,2025-07-08,59,19610.42,standard,fulfilled
ORD-002852,DE-West,PRD-0164,SUP-014,WH-006,2025-12-30,264,86082.48,standard,fulfilled
ORD-002853,DE-South,PRD-0048,SUP-008,WH-003,2025-04-19,88,8562.4,standard,fulfilled
ORD-002854,DE-North,PRD-0105,SUP-018,WH-006,2025-10-09,348,96918.0,standard,open
ORD-002855,DE-North,PRD-0023,SUP-008,WH-003,2025-11-25,76,33148.16,standard,fulfilled
ORD-002856,DE-East,PRD-0037,SUP-003,WH-008,2025-11-21,107,44961.4,standard,fulfilled
ORD-002857,DE-East,PRD-0077,SUP-018,WH-003,2025-02-07,467,174821.45,standard,fulfilled
ORD-002858,DE-Central,PRD-0169,SUP-004,WH-005,2025-04-10,232,45766.64,standard,fulfilled
ORD-002859,DE-North,PRD-0116,SUP-011,WH-001,2025-09-05,838,272810.9,standard,fulfilled
ORD-002860,DE-North,PRD-0054,SUP-008,WH-005,2025-10-26,86,12020.22,standard,fulfilled
ORD-002861,DE-Central,PRD-0003,SUP-004,WH-007,2025-07-15,198,45575.64,standard,open
ORD-002862,DE-South,PRD-0130,SUP-018,WH-006,2025-01-08,61,6746.6,standard,fulfilled
ORD-002863,DE-South,PRD-0007,SUP-003,WH-003,2025-03-17,57,18827.1,standard,fulfilled
ORD-002864,DE-Central,PRD-0063,SUP-011,WH-008,2025-11-05,292,87970.84,critical,fulfilled
ORD-002865,DE-East,PRD-0034,SUP-022,WH-007,2025-07-28,673,121288.06,standard,fulfilled
ORD-002866,DE-Central,PRD-0098,SUP-006,WH-002,2025-10-13,434,152238.52,standard,fulfilled
ORD-002867,DE-North,PRD-0054,SUP-008,WH-001,2025-10-24,69,9644.13,expedited,fulfilled
ORD-002868,DE-North,PRD-0117,SUP-024,WH-005,2025-05-25,467,41572.34,standard,fulfilled
ORD-002869,DE-West,PRD-0072,SUP-021,WH-005,2025-07-29,101,19043.55,standard,fulfilled
ORD-002870,DE-South,PRD-0060,SUP-023,WH-003,2025-12-07,29,3399.67,standard,fulfilled
ORD-002871,DE-Central,PRD-0054,SUP-008,WH-006,2025-04-30,274,38296.98,standard,fulfilled
ORD-002872,DE-West,PRD-0028,SUP-002,WH-004,2025-11-14,481,162323.07,standard,fulfilled
ORD-002873,DE-Central,PRD-0142,SUP-016,WH-006,2025-09-27,297,85218.21,expedited,fulfilled
ORD-002874,DE-South,PRD-0042,SUP-009,WH-001,2025-11-21,612,140252.04,expedited,fulfilled
ORD-002875,DE-Central,PRD-0128,SUP-020,WH-008,2025-01-24,55,7691.75,standard,fulfilled
ORD-002876,DE-South,PRD-0056,SUP-013,WH-002,2025-12-27,162,46967.04,expedited,fulfilled
ORD-002877,DE-Central,PRD-0076,SUP-015,WH-005,2025-06-01,177,75701.13,standard,fulfilled
ORD-002878,DE-East,PRD-0135,SUP-006,WH-004,2025-05-07,13,459.94,standard,fulfilled
ORD-002879,DE-North,PRD-0123,SUP-016,WH-001,2025-02-24,107,45333.76,standard,fulfilled
ORD-002880,DE-South,PRD-0136,SUP-015,WH-005,2025-10-01,211,42111.38,standard,fulfilled
ORD-002881,DE-West,PRD-0119,SUP-018,WH-003,2025-10-20,451,4428.82,standard,fulfilled
ORD-002882,DE-East,PRD-0123,SUP-016,WH-003,2025-04-10,12,5084.16,standard,fulfilled
ORD-002883,DE-East,PRD-0179,SUP-023,WH-006,2025-10-12,187,48648.05,standard,fulfilled
ORD-002884,DE-North,PRD-0178,SUP-004,WH-008,2025-06-27,619,238011.69,standard,fulfilled
ORD-002885,DE-East,PRD-0036,SUP-007,WH-001,2025-09-11,277,10030.17,standard,fulfilled
ORD-002886,DE-South,PRD-0048,SUP-008,WH-007,2025-04-04,91,8854.3,standard,fulfilled
ORD-002887,DE-South,PRD-0156,SUP-014,WH-005,2025-10-02,1106,140285.04,standard,fulfilled
ORD-002888,DE-South,PRD-0053,SUP-008,WH-005,2025-03-16,318,123021.48,expedited,fulfilled
ORD-002889,DE-North,PRD-0140,SUP-022,WH-004,2025-05-24,146,65672.26,standard,fulfilled
ORD-002890,DE-North,PRD-0011,SUP-015,WH-006,2025-08-10,10,4051.8,standard,fulfilled
ORD-002891,DE-Central,PRD-0015,SUP-016,WH-003,2025-11-05,74,9460.16,standard,fulfilled
ORD-002892,DE-East,PRD-0136,SUP-015,WH-004,2025-07-14,310,61869.8,expedited,open
ORD-002893,DE-Central,PRD-0118,SUP-007,WH-006,2025-12-15,173,76344.9,expedited,fulfilled
ORD-002894,DE-Central,PRD-0140,SUP-022,WH-002,2025-12-10,69,31036.89,standard,fulfilled
ORD-002895,DE-West,PRD-0087,SUP-013,WH-001,2025-05-16,283,85508.45,standard,fulfilled
ORD-002896,DE-Central,PRD-0058,SUP-014,WH-002,2025-10-23,246,12767.4,standard,fulfilled
ORD-002897,DE-West,PRD-0142,SUP-016,WH-003,2025-10-07,203,58246.79,expedited,fulfilled
ORD-002898,DE-West,PRD-0056,SUP-013,WH-007,2025-12-06,126,36529.92,standard,fulfilled
ORD-002899,DE-East,PRD-0017,SUP-004,WH-001,2025-11-01,317,28060.84,standard,fulfilled
ORD-002900,DE-East,PRD-0159,SUP-011,WH-002,2025-10-20,334,69074.54,standard,fulfilled
ORD-002901,DE-North,PRD-0148,SUP-012,WH-006,2025-03-02,30,2617.8,standard,fulfilled
ORD-002902,DE-West,PRD-0009,SUP-018,WH-003,2025-09-27,252,109390.68,expedited,fulfilled
ORD-002903,DE-Central,PRD-0019,SUP-024,WH-006,2025-08-11,52,1589.12,standard,fulfilled
ORD-002904,DE-South,PRD-0050,SUP-006,WH-008,2025-01-15,514,200228.7,standard,fulfilled
ORD-002905,DE-East,PRD-0156,SUP-014,WH-004,2025-03-14,1003,127220.52,expedited,fulfilled
ORD-002906,DE-North,PRD-0084,SUP-019,WH-004,2025-04-06,410,158272.3,standard,fulfilled
ORD-002907,DE-East,PRD-0092,SUP-013,WH-008,2025-09-29,234,80353.26,standard,fulfilled
ORD-002908,DE-North,PRD-0099,SUP-013,WH-003,2025-12-01,148,38567.32,critical,fulfilled
ORD-002909,DE-East,PRD-0136,SUP-015,WH-007,2025-05-04,331,66060.98,standard,fulfilled
ORD-002910,DE-Central,PRD-0115,SUP-015,WH-002,2025-01-10,288,46247.04,standard,open
ORD-002911,DE-North,PRD-0171,SUP-010,WH-005,2025-07-27,109,39128.82,standard,fulfilled
ORD-002912,DE-West,PRD-0174,SUP-019,WH-004,2025-12-31,341,76967.11,standard,fulfilled
ORD-002913,DE-South,PRD-0112,SUP-001,WH-007,2025-11-11,28,5701.08,standard,fulfilled
ORD-002914,DE-East,PRD-0096,SUP-016,WH-006,2025-11-04,268,29482.68,standard,open
ORD-002915,DE-West,PRD-0055,SUP-009,WH-002,2025-09-14,41,7438.22,standard,fulfilled
ORD-002916,DE-North,PRD-0115,SUP-015,WH-008,2025-05-07,350,56203.0,standard,fulfilled
ORD-002917,DE-East,PRD-0100,SUP-021,WH-005,2025-11-16,783,209742.21,standard,fulfilled
ORD-002918,DE-Central,PRD-0070,SUP-005,WH-006,2025-08-07,64,23272.32,expedited,fulfilled
ORD-002919,DE-South,PRD-0145,SUP-018,WH-001,2025-11-05,214,78486.64,expedited,open
ORD-002920,DE-West,PRD-0104,SUP-014,WH-006,2025-10-17,265,84617.15,standard,fulfilled
ORD-002921,DE-West,PRD-0149,SUP-007,WH-003,2025-08-23,135,46283.4,standard,fulfilled
ORD-002922,DE-North,PRD-0166,SUP-011,WH-006,2025-02-10,280,82222.0,standard,open
ORD-002923,DE-East,PRD-0122,SUP-011,WH-006,2025-01-24,91,19769.75,critical,fulfilled
ORD-002924,DE-West,PRD-0137,SUP-017,WH-005,2025-08-05,335,142174.0,standard,fulfilled
ORD-002925,DE-Central,PRD-0115,SUP-015,WH-007,2025-09-04,402,64553.16,standard,fulfilled
ORD-002926,DE-Central,PRD-0039,SUP-018,WH-003,2025-05-19,79,23834.3,standard,open
ORD-002927,DE-Central,PRD-0044,SUP-009,WH-004,2025-03-03,75,21597.75,expedited,fulfilled
ORD-002928,DE-East,PRD-0065,SUP-001,WH-006,2025-08-29,947,175015.07,standard,open
ORD-002929,DE-East,PRD-0173,SUP-003,WH-001,2025-03-08,218,17309.2,expedited,fulfilled
ORD-002930,DE-South,PRD-0132,SUP-010,WH-004,2025-12-29,16,289.12,expedited,fulfilled
ORD-002931,DE-South,PRD-0175,SUP-001,WH-003,2025-06-29,105,12337.5,standard,fulfilled
ORD-002932,DE-Central,PRD-0133,SUP-008,WH-001,2025-09-08,222,7832.16,expedited,fulfilled
ORD-002933,DE-North,PRD-0145,SUP-018,WH-007,2025-12-06,146,53546.96,standard,fulfilled
ORD-002934,DE-East,PRD-0176,SUP-012,WH-001,2025-01-03,81,2954.88,standard,fulfilled
ORD-002935,DE-East,PRD-0147,SUP-018,WH-001,2025-05-30,46,13668.9,expedited,fulfilled
ORD-002936,DE-West,PRD-0158,SUP-015,WH-002,2025-09-15,387,150868.08,standard,fulfilled
ORD-002937,DE-West,PRD-0177,SUP-015,WH-005,2025-06-24,112,34912.64,standard,fulfilled
ORD-002938,DE-East,PRD-0156,SUP-014,WH-005,2025-11-22,933,118341.72,expedited,fulfilled
ORD-002939,DE-West,PRD-0043,SUP-002,WH-005,2025-01-05,8,2990.4,expedited,fulfilled
ORD-002940,DE-South,PRD-0005,SUP-016,WH-008,2025-04-02,112,30344.16,standard,fulfilled
ORD-002941,DE-North,PRD-0085,SUP-014,WH-001,2025-03-01,70,23795.1,standard,open
ORD-002942,DE-South,PRD-0005,SUP-016,WH-006,2025-11-03,82,22216.26,standard,fulfilled
ORD-002943,DE-West,PRD-0131,SUP-023,WH-002,2025-05-27,858,159502.2,critical,open
ORD-002944,DE-Central,PRD-0013,SUP-001,WH-001,2025-08-24,373,99307.52,standard,fulfilled
ORD-002945,DE-West,PRD-0066,SUP-019,WH-007,2025-06-13,111,21694.95,standard,fulfilled
ORD-002946,DE-East,PRD-0058,SUP-014,WH-003,2025-08-18,259,13442.1,standard,fulfilled
