shipment_id,order_id,order_date,ship_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_reliability_score,warehouse_id,warehouse_name,warehouse_overload_flag,product_id,category,customer_region,order_quantity,priority,shipment_status,stockout_flag,delay_days,is_delayed,delay_reason
SHP-003272,ORD-003272,2025-09-12,2025-09-12,2025-09-22,2025-09-22,SUP-018,Elbe Manufacturing,0.745,WH-001,Berlin Distribution Center,True,PRD-0105,Raw Materials,DE-West,172,standard,delivered,False,0,False,
SHP-003273,ORD-003273,2025-10-02,2025-10-05,2025-10-16,2025-10-18,SUP-017,Main River Electronics,0.811,WH-003,Munich Distribution Center,False,PRD-0114,Raw Materials,DE-Central,190,standard,delivered,False,2,True,weather_disruption
SHP-003274,ORD-003274,2025-02-18,2025-02-18,2025-02-26,2025-02-26,SUP-015,Alpine Industrial Parts,0.925,WH-008,Dortmund Distribution Center,False,PRD-0076,Textiles,DE-North,38,critical,delivered,False,0,False,
SHP-003275,ORD-003275,2025-04-19,2025-04-21,2025-05-02,2025-05-02,SUP-023,Saxon Metals,0.93,WH-006,Leipzig Distribution Center,False,PRD-0179,Textiles,DE-South,66,standard,delivered,False,0,False,
SHP-003276,ORD-003276,2025-11-08,2025-11-11,2025-11-21,2025-11-27,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,True,PRD-0030,Electronics,DE-West,142,standard,delivered,False,6,True,warehouse_capacity_constraint
SHP-003277,ORD-003277,2025-06-15,2025-06-15,2025-06-21,2025-06-22,SUP-014,Baltic Packaging,0.868,WH-006,Leipzig Distribution Center,False,PRD-0103,Raw Materials,DE-East,296,standard,delivered,False,1,True,
SHP-003278,ORD-003278,2025-11-07,2025-11-10,2025-11-22,2025-11-22,SUP-004,Nordic Freight Supplies,0.931,WH-008,Dortmund Distribution Center,False,PRD-0062,Mechanical,DE-South,157,standard,delivered,False,0,False,
SHP-003279,ORD-003279,2025-11-02,2025-11-05,2025-11-10,2025-11-10,SUP-018,Elbe Manufacturing,0.745,WH-006,Leipzig Distribution Center,True,PRD-0009,Raw Materials,DE-North,196,standard,delivered,False,0,False,
SHP-003280,ORD-003280,2025-06-18,2025-06-21,2025-06-25,2025-06-25,SUP-020,Hanseatic Materials,0.846,WH-004,Cologne Distribution Center,False,PRD-0128,Mechanical,DE-Central,93,critical,delivered,True,0,False,
SHP-003281,ORD-003281,2025-12-23,2025-12-23,2025-12-28,2025-12-30,SUP-003,Alpine Industrial Parts,0.922,WH-006,Leipzig Distribution Center,True,PRD-0035,Mechanical,DE-West,333,standard,delivered,True,2,True,inventory_shortage
SHP-003282,ORD-003282,2025-03-30,2025-04-01,2025-04-05,2025-04-10,SUP-015,Alpine Industrial Parts,0.925,WH-007,Stuttgart Distribution Center,False,PRD-0021,Packaging,DE-West,413,standard,delivered,True,5,True,inventory_shortage
SHP-003283,ORD-003283,2025-10-01,2025-10-03,2025-10-07,2025-10-07,SUP-015,Alpine Industrial Parts,0.925,WH-001,Berlin Distribution Center,False,PRD-0090,Electronics,DE-North,5,standard,delivered,False,0,False,
SHP-003284,ORD-003284,2025-09-10,2025-09-11,2025-09-20,2025-09-18,SUP-008,Hanseatic Materials,0.604,WH-007,Stuttgart Distribution Center,False,PRD-0078,Textiles,DE-North,167,standard,delivered,False,-2,False,
SHP-003285,ORD-003285,2025-11-24,2025-11-25,2025-12-07,2025-12-09,SUP-017,Main River Electronics,0.811,WH-006,Leipzig Distribution Center,True,PRD-0114,Raw Materials,DE-West,125,expedited,delivered,False,2,True,inventory_shortage
SHP-003286,ORD-003286,2025-06-26,2025-06-28,2025-07-06,2025-07-05,SUP-020,Hanseatic Materials,0.846,WH-007,Stuttgart Distribution Center,False,PRD-0041,Raw Materials,DE-North,224,expedited,delivered,False,-1,False,
SHP-003287,ORD-003287,2025-04-08,2025-04-11,2025-04-17,2025-04-15,SUP-013,Rhine Components,0.887,WH-007,Stuttgart Distribution Center,False,PRD-0025,Packaging,DE-Central,53,standard,delivered,False,-2,False,
SHP-003288,ORD-003288,2025-03-08,2025-03-09,2025-03-15,2025-03-15,SUP-013,Rhine Components,0.887,WH-003,Munich Distribution Center,True,PRD-0161,Mechanical,DE-North,209,standard,delivered,True,0,False,
SHP-003289,ORD-003289,2025-11-20,2025-11-21,2025-11-27,2025-11-28,SUP-003,Alpine Industrial Parts,0.922,WH-005,Frankfurt Distribution Center,False,PRD-0037,Mechanical,DE-East,220,expedited,delivered,True,1,True,
SHP-003290,ORD-003290,2025-03-22,2025-03-25,2025-03-31,2025-03-30,SUP-022,Black Forest Plastics,0.971,WH-008,Dortmund Distribution Center,False,PRD-0064,Mechanical,DE-North,312,standard,delivered,False,-1,False,
SHP-003291,ORD-003291,2025-12-17,2025-12-17,2025-12-28,2025-12-27,SUP-008,Hanseatic Materials,0.604,WH-007,Stuttgart Distribution Center,False,PRD-0133,Mechanical,DE-West,157,standard,delivered,False,-1,False,
SHP-003292,ORD-003292,2025-11-13,2025-11-13,2025-11-19,2025-11-20,SUP-019,Danube Tools,0.652,WH-007,Stuttgart Distribution Center,False,PRD-0180,Electronics,DE-South,139,standard,delivered,False,1,True,
SHP-003293,ORD-003293,2025-04-05,2025-04-06,2025-04-15,2025-04-13,SUP-013,Rhine Components,0.887,WH-001,Berlin Distribution Center,False,PRD-0087,Textiles,DE-West,210,standard,delivered,True,-2,False,
SHP-003294,ORD-003294,2025-08-02,2025-08-03,2025-08-16,2025-08-15,SUP-002,Baltic Packaging,0.954,WH-005,Frankfurt Distribution Center,True,PRD-0028,Raw Materials,DE-East,99,standard,delivered,False,-1,False,
SHP-003295,ORD-003295,2025-04-22,2025-04-25,2025-05-02,2025-05-04,SUP-018,Elbe Manufacturing,0.745,WH-007,Stuttgart Distribution Center,False,PRD-0119,Packaging,DE-South,496,standard,delivered,True,2,True,carrier_delay
SHP-003296,ORD-003296,2025-03-28,2025-03-29,2025-04-03,2025-04-03,SUP-019,Danube Tools,0.652,WH-003,Munich Distribution Center,True,PRD-0124,Electronics,DE-North,84,expedited,delivered,False,0,False,
SHP-003297,ORD-003297,2025-02-24,2025-02-24,2025-03-07,2025-03-07,SUP-018,Elbe Manufacturing,0.745,WH-007,Stuttgart Distribution Center,False,PRD-0038,Mechanical,DE-Central,308,standard,delivered,False,0,False,
SHP-003298,ORD-003298,2025-03-04,2025-03-07,2025-03-11,2025-03-12,SUP-011,Saxon Metals,0.611,WH-001,Berlin Distribution Center,False,PRD-0080,Electronics,DE-West,122,standard,delivered,False,1,True,warehouse_capacity_constraint
SHP-003299,ORD-003299,2025-01-16,2025-01-19,2025-01-25,2025-01-25,SUP-008,Hanseatic Materials,0.604,WH-002,Hamburg Distribution Center,False,PRD-0069,Mechanical,DE-Central,91,standard,delivered,False,0,False,
SHP-003300,ORD-003300,2025-01-14,2025-01-17,2025-01-20,2025-01-20,SUP-015,Alpine Industrial Parts,0.925,WH-003,Munich Distribution Center,False,PRD-0018,Textiles,DE-East,66,standard,delivered,False,0,False,
SHP-003301,ORD-003301,2025-10-25,2025-10-25,2025-11-04,2025-11-05,SUP-008,Hanseatic Materials,0.604,WH-007,Stuttgart Distribution Center,False,PRD-0030,Electronics,DE-Central,40,expedited,delivered,False,1,True,quality_hold
SHP-003302,ORD-003302,2025-04-14,2025-04-15,2025-04-20,2025-04-20,SUP-001,Rhine Components,0.724,WH-006,Leipzig Distribution Center,True,PRD-0121,Packaging,DE-East,512,standard,delivered,True,0,False,
SHP-003303,ORD-003303,2025-03-12,2025-03-15,2025-03-18,2025-03-16,SUP-007,Danube Tools,0.771,WH-006,Leipzig Distribution Center,True,PRD-0091,Electronics,DE-East,17,standard,delivered,False,-2,False,
SHP-003304,ORD-003304,2025-10-12,2025-10-13,2025-10-18,,SUP-006,Elbe Manufacturing,0.939,WH-006,Leipzig Distribution Center,False,PRD-0004,Mechanical,DE-West,306,standard,in_transit,False,,,
SHP-003305,ORD-003305,2025-09-08,2025-09-09,2025-09-23,2025-09-24,SUP-004,Nordic Freight Supplies,0.931,WH-006,Leipzig Distribution Center,False,PRD-0040,Electronics,DE-Central,33,standard,delivered,False,1,True,
SHP-003306,ORD-003306,2025-11-11,2025-11-13,2025-11-20,2025-11-18,SUP-013,Rhine Components,0.887,WH-005,Frankfurt Distribution Center,False,PRD-0024,Textiles,DE-North,211,expedited,delivered,True,-2,False,
SHP-003307,ORD-003307,2025-02-05,2025-02-07,2025-02-12,2025-02-12,SUP-003,Alpine Industrial Parts,0.922,WH-004,Cologne Distribution Center,False,PRD-0173,Raw Materials,DE-East,305,standard,delivered,False,0,False,
SHP-003308,ORD-003308,2025-02-03,2025-02-05,2025-02-17,,SUP-002,Baltic Packaging,0.954,WH-004,Cologne Distribution Center,False,PRD-0014,Electronics,DE-North,89,expedited,in_transit,False,,,
SHP-003309,ORD-003309,2025-10-06,2025-10-07,2025-10-18,2025-10-16,SUP-023,Saxon Metals,0.93,WH-008,Dortmund Distribution Center,False,PRD-0131,Packaging,DE-North,830,expedited,delivered,True,-2,False,
SHP-003310,ORD-003310,2025-12-31,2026-01-02,2026-01-13,2026-01-13,SUP-016,Nordic Freight Supplies,0.901,WH-008,Dortmund Distribution Center,True,PRD-0154,Raw Materials,DE-Central,482,standard,delivered,False,0,False,
SHP-003311,ORD-003311,2025-02-24,2025-02-27,2025-03-12,2025-03-13,SUP-016,Nordic Freight Supplies,0.901,WH-003,Munich Distribution Center,False,PRD-0096,Raw Materials,DE-Central,467,standard,delivered,False,1,True,
SHP-003312,ORD-003312,2025-09-25,2025-09-26,2025-10-04,2025-10-05,SUP-015,Alpine Industrial Parts,0.925,WH-005,Frankfurt Distribution Center,False,PRD-0076,Textiles,DE-East,165,standard,delivered,False,1,True,
SHP-003313,ORD-003313,2025-11-21,2025-11-22,2025-12-06,2025-12-06,SUP-004,Nordic Freight Supplies,0.931,WH-006,Leipzig Distribution Center,False,PRD-0017,Textiles,DE-North,241,standard,delivered,False,0,False,
SHP-003314,ORD-003314,2025-07-26,2025-07-29,2025-08-09,,SUP-023,Saxon Metals,0.93,WH-004,Cologne Distribution Center,False,PRD-0033,Mechanical,DE-East,56,standard,in_transit,False,,,
SHP-003315,ORD-003315,2025-07-29,2025-08-01,2025-08-05,2025-08-04,SUP-018,Elbe Manufacturing,0.745,WH-007,Stuttgart Distribution Center,False,PRD-0119,Packaging,DE-North,1073,standard,delivered,True,-1,False,
SHP-003316,ORD-003316,2025-09-06,2025-09-09,2025-09-17,2025-09-18,SUP-008,Hanseatic Materials,0.604,WH-002,Hamburg Distribution Center,False,PRD-0030,Electronics,DE-South,60,expedited,delivered,False,1,True,supplier_late_dispatch
SHP-003317,ORD-003317,2025-09-03,2025-09-06,2025-09-12,2025-09-11,SUP-015,Alpine Industrial Parts,0.925,WH-007,Stuttgart Distribution Center,False,PRD-0107,Mechanical,DE-South,242,expedited,delivered,True,-1,False,
SHP-003318,ORD-003318,2025-09-22,2025-09-25,2025-09-30,2025-09-28,SUP-014,Baltic Packaging,0.868,WH-004,Cologne Distribution Center,False,PRD-0126,Electronics,DE-Central,54,standard,delivered,False,-2,False,
SHP-003319,ORD-003319,2025-11-23,2025-11-25,2025-11-30,2025-12-10,SUP-011,Saxon Metals,0.611,WH-008,Dortmund Distribution Center,True,PRD-0109,Packaging,DE-West,1009,expedited,delivered,True,10,True,supplier_late_dispatch
SHP-003320,ORD-003320,2025-06-29,2025-07-02,2025-07-07,2025-07-09,SUP-015,Alpine Industrial Parts,0.925,WH-007,Stuttgart Distribution Center,False,PRD-0021,Packaging,DE-East,933,standard,delivered,True,2,True,warehouse_capacity_constraint
SHP-003321,ORD-003321,2025-03-18,2025-03-21,2025-03-25,2025-03-25,SUP-009,Ruhr Mechanical,0.965,WH-003,Munich Distribution Center,True,PRD-0086,Raw Materials,DE-East,84,expedited,delivered,False,0,False,
SHP-003322,ORD-003322,2025-06-02,2025-06-05,2025-06-09,2025-06-08,SUP-009,Ruhr Mechanical,0.965,WH-002,Hamburg Distribution Center,False,PRD-0165,Packaging,DE-Central,165,standard,delivered,False,-1,False,
SHP-003323,ORD-003323,2025-01-15,2025-01-18,2025-01-23,2025-01-27,SUP-015,Alpine Industrial Parts,0.925,WH-008,Dortmund Distribution Center,False,PRD-0018,Textiles,DE-East,229,standard,delivered,False,4,True,inventory_shortage
SHP-003324,ORD-003324,2025-03-17,2025-03-17,2025-03-25,2025-03-25,SUP-019,Danube Tools,0.652,WH-002,Hamburg Distribution Center,False,PRD-0032,Electronics,DE-Central,72,standard,delivered,False,0,False,
SHP-003325,ORD-003325,2025-12-17,2025-12-17,2025-12-27,2026-01-06,SUP-018,Elbe Manufacturing,0.745,WH-007,Stuttgart Distribution Center,False,PRD-0105,Raw Materials,DE-East,135,standard,delivered,False,10,True,quality_hold
SHP-003326,ORD-003326,2025-12-30,2025-12-30,2026-01-08,2026-01-08,SUP-007,Danube Tools,0.771,WH-002,Hamburg Distribution Center,False,PRD-0036,Textiles,DE-West,22,expedited,delivered,False,0,False,
SHP-003327,ORD-003327,2025-10-13,2025-10-15,2025-10-17,2025-10-18,SUP-014,Baltic Packaging,0.868,WH-001,Berlin Distribution Center,False,PRD-0102,Raw Materials,DE-West,376,standard,delivered,False,1,True,
SHP-003328,ORD-003328,2025-07-08,2025-07-08,2025-07-23,2025-07-24,SUP-017,Main River Electronics,0.811,WH-008,Dortmund Distribution Center,False,PRD-0029,Raw Materials,DE-West,454,standard,delivered,True,1,True,quality_hold
SHP-003329,ORD-003329,2025-07-16,2025-07-17,2025-07-20,2025-07-20,SUP-003,Alpine Industrial Parts,0.922,WH-008,Dortmund Distribution Center,False,PRD-0173,Raw Materials,DE-East,411,standard,delivered,False,0,False,
SHP-003330,ORD-003330,2025-12-14,2025-12-14,2025-12-25,2025-12-25,SUP-017,Main River Electronics,0.811,WH-008,Dortmund Distribution Center,False,PRD-0172,Mechanical,DE-Central,179,standard,delivered,False,0,False,
SHP-003331,ORD-003331,2025-01-06,2025-01-09,2025-01-16,2025-01-18,SUP-020,Hanseatic Materials,0.846,WH-002,Hamburg Distribution Center,False,PRD-0088,Packaging,DE-East,117,standard,delivered,False,2,True,carrier_delay
SHP-003332,ORD-003332,2025-04-06,2025-04-06,2025-04-18,2025-04-19,SUP-008,Hanseatic Materials,0.604,WH-008,Dortmund Distribution Center,False,PRD-0106,Textiles,DE-West,65,standard,delivered,False,1,True,
SHP-003333,ORD-003333,2025-10-25,2025-10-28,2025-11-02,2025-11-02,SUP-013,Rhine Components,0.887,WH-006,Leipzig Distribution Center,False,PRD-0025,Packaging,DE-North,432,standard,delivered,False,0,False,
SHP-003334,ORD-003334,2025-10-21,2025-10-22,2025-11-01,2025-11-02,SUP-018,Elbe Manufacturing,0.745,WH-006,Leipzig Distribution Center,False,PRD-0022,Electronics,DE-North,37,standard,delivered,False,1,True,
SHP-003335,ORD-003335,2025-03-02,2025-03-02,2025-03-09,2025-03-09,SUP-009,Ruhr Mechanical,0.965,WH-006,Leipzig Distribution Center,False,PRD-0044,Mechanical,DE-West,100,expedited,delivered,False,0,False,
SHP-003336,ORD-003336,2025-10-10,2025-10-13,2025-10-21,2025-10-20,SUP-004,Nordic Freight Supplies,0.931,WH-001,Berlin Distribution Center,False,PRD-0045,Textiles,DE-West,241,expedited,delivered,False,-1,False,
SHP-003337,ORD-003337,2025-08-26,2025-08-29,2025-09-06,2025-09-06,SUP-018,Elbe Manufacturing,0.745,WH-005,Frankfurt Distribution Center,False,PRD-0039,Mechanical,DE-South,124,standard,delivered,False,0,False,
SHP-003338,ORD-003338,2025-12-25,2025-12-28,2026-01-04,2026-01-02,SUP-020,Hanseatic Materials,0.846,WH-001,Berlin Distribution Center,False,PRD-0041,Raw Materials,DE-North,240,expedited,delivered,False,-2,False,
SHP-003339,ORD-003339,2025-09-03,2025-09-04,2025-09-13,2025-09-14,SUP-018,Elbe Manufacturing,0.745,WH-004,Cologne Distribution Center,False,PRD-0022,Electronics,DE-North,115,expedited,delivered,True,1,True,
SHP-003340,ORD-003340,2025-08-02,2025-08-02,2025-08-11,2025-08-09,SUP-008,Hanseatic Materials,0.604,WH-002,Hamburg Distribution Center,False,PRD-0075,Raw Materials,DE-Central,28,standard,delivered,False,-2,False,
SHP-003341,ORD-003341,2025-10-23,2025-10-24,2025-10-29,2025-10-27,SUP-014,Baltic Packaging,0.868,WH-002,Hamburg Distribution Center,False,PRD-0058,Mechanical,DE-Central,140,expedited,delivered,False,-2,False,
SHP-003342,ORD-003342,2025-04-29,2025-04-30,2025-05-14,2025-05-13,SUP-002,Baltic Packaging,0.954,WH-008,Dortmund Distribution Center,False,PRD-0014,Electronics,DE-North,155,standard,delivered,False,-1,False,
SHP-003343,ORD-003343,2025-04-29,2025-05-01,2025-05-08,2025-05-13,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,False,PRD-0078,Textiles,DE-East,214,standard,delivered,True,5,True,carrier_delay
SHP-003344,ORD-003344,2025-07-08,2025-07-11,2025-07-18,2025-07-25,SUP-007,Danube Tools,0.771,WH-008,Dortmund Distribution Center,False,PRD-0118,Raw Materials,DE-North,145,expedited,delivered,False,7,True,warehouse_capacity_constraint
SHP-003345,ORD-003345,2025-12-24,2025-12-26,2025-12-31,2026-01-02,SUP-001,Rhine Components,0.724,WH-006,Leipzig Distribution Center,False,PRD-0065,Packaging,DE-West,784,standard,delivered,False,2,True,supplier_late_dispatch
SHP-003346,ORD-003346,2025-08-16,2025-08-19,2025-08-30,2025-08-28,SUP-004,Nordic Freight Supplies,0.931,WH-003,Munich Distribution Center,False,PRD-0003,Mechanical,DE-Central,10,expedited,delivered,False,-2,False,
SHP-003347,ORD-003347,2025-12-24,2025-12-25,2025-12-29,2025-12-29,SUP-003,Alpine Industrial Parts,0.922,WH-007,Stuttgart Distribution Center,False,PRD-0173,Raw Materials,DE-West,401,standard,delivered,False,0,False,
SHP-003348,ORD-003348,2025-10-02,2025-10-05,2025-10-10,2025-10-11,SUP-015,Alpine Industrial Parts,0.925,WH-002,Hamburg Distribution Center,False,PRD-0141,Packaging,DE-North,438,standard,delivered,True,1,True,
SHP-003349,ORD-003349,2025-05-26,2025-05-28,2025-06-08,2025-06-09,SUP-008,Hanseatic Materials,0.604,WH-008,Dortmund Distribution Center,False,PRD-0030,Electronics,DE-East,56,standard,delivered,False,1,True,
SHP-003350,ORD-003350,2025-09-10,2025-09-10,2025-09-21,2025-09-21,SUP-008,Hanseatic Materials,0.604,WH-001,Berlin Distribution Center,True,PRD-0030,Electronics,DE-South,74,expedited,delivered,False,0,False,
SHP-003351,ORD-003351,2025-11-12,2025-11-15,2025-11-27,2025-11-27,SUP-004,Nordic Freight Supplies,0.931,WH-007,Stuttgart Distribution Center,False,PRD-0178,Packaging,DE-West,1030,standard,delivered,True,0,False,
SHP-003352,ORD-003352,2025-11-30,2025-12-01,2025-12-15,2025-12-15,SUP-002,Baltic Packaging,0.954,WH-004,Cologne Distribution Center,True,PRD-0031,Electronics,DE-Central,129,expedited,delivered,False,0,False,
SHP-003353,ORD-003353,2025-02-28,2025-03-03,2025-03-12,2025-03-12,SUP-005,Main River Electronics,0.945,WH-004,Cologne Distribution Center,False,PRD-0070,Mechanical,DE-West,125,standard,delivered,True,0,False,
SHP-003354,ORD-003354,2025-07-02,2025-07-02,2025-07-17,2025-07-17,SUP-004,Nordic Freight Supplies,0.931,WH-006,Leipzig Distribution Center,False,PRD-0057,Raw Materials,DE-South,335,standard,delivered,True,0,False,
SHP-003355,ORD-003355,2025-10-08,2025-10-10,2025-10-19,2025-10-19,SUP-017,Main River Electronics,0.811,WH-008,Dortmund Distribution Center,False,PRD-0059,Mechanical,DE-West,82,standard,delivered,False,0,False,
SHP-003356,ORD-003356,2025-09-24,2025-09-26,2025-10-09,2025-10-09,SUP-016,Nordic Freight Supplies,0.901,WH-003,Munich Distribution Center,False,PRD-0154,Raw Materials,DE-West,467,standard,delivered,True,0,False,
SHP-003357,ORD-003357,2025-10-30,2025-10-30,2025-11-05,2025-11-04,SUP-015,Alpine Industrial Parts,0.925,WH-007,Stuttgart Distribution Center,False,PRD-0107,Mechanical,DE-Central,86,standard,delivered,False,-1,False,
SHP-003358,ORD-003358,2025-03-31,2025-04-02,2025-04-12,2025-04-10,SUP-024,Bavaria Textile Group,0.894,WH-008,Dortmund Distribution Center,False,PRD-0026,Textiles,DE-East,107,standard,delivered,False,-2,False,
SHP-003359,ORD-003359,2025-10-02,2025-10-05,2025-10-13,2025-10-11,SUP-002,Baltic Packaging,0.954,WH-004,Cologne Distribution Center,True,PRD-0043,Electronics,DE-South,36,standard,delivered,False,-2,False,
SHP-003360,ORD-003360,2025-10-31,2025-11-02,2025-11-08,2025-11-14,SUP-019,Danube Tools,0.652,WH-007,Stuttgart Distribution Center,False,PRD-0016,Raw Materials,DE-South,296,standard,delivered,False,6,True,supplier_late_dispatch
SHP-003361,ORD-003361,2025-05-31,2025-05-31,2025-06-08,2025-06-07,SUP-003,Alpine Industrial Parts,0.922,WH-002,Hamburg Distribution Center,False,PRD-0061,Electronics,DE-East,62,standard,delivered,False,-1,False,
SHP-003362,ORD-003362,2025-10-21,2025-10-21,2025-10-29,2025-10-27,SUP-014,Baltic Packaging,0.868,WH-006,Leipzig Distribution Center,True,PRD-0058,Mechanical,DE-West,64,standard,delivered,False,-2,False,
SHP-003363,ORD-003363,2025-09-24,2025-09-26,2025-10-09,,SUP-004,Nordic Freight Supplies,0.931,WH-008,Dortmund Distribution Center,False,PRD-0040,Electronics,DE-Central,122,critical,in_transit,False,,,
SHP-003364,ORD-003364,2025-09-27,2025-09-30,2025-10-12,2025-10-12,SUP-012,Bavaria Textile Group,0.813,WH-008,Dortmund Distribution Center,False,PRD-0148,Textiles,DE-West,146,standard,delivered,False,0,False,
SHP-003365,ORD-003365,2025-05-08,2025-05-10,2025-05-21,2025-05-25,SUP-016,Nordic Freight Supplies,0.901,WH-004,Cologne Distribution Center,False,PRD-0123,Electronics,DE-South,7,standard,delivered,False,4,True,customs_documentation
SHP-003366,ORD-003366,2025-11-21,2025-11-21,2025-12-02,2025-11-30,SUP-011,Saxon Metals,0.611,WH-001,Berlin Distribution Center,True,PRD-0166,Raw Materials,DE-South,342,expedited,delivered,False,-2,False,
SHP-003367,ORD-003367,2025-10-02,2025-10-04,2025-10-09,2025-10-10,SUP-010,Black Forest Plastics,0.829,WH-002,Hamburg Distribution Center,False,PRD-0170,Electronics,DE-North,79,standard,delivered,False,1,True,
SHP-003368,ORD-003368,2025-02-11,2025-02-13,2025-02-17,2025-02-18,SUP-014,Baltic Packaging,0.868,WH-008,Dortmund Distribution Center,False,PRD-0164,Textiles,DE-Central,201,critical,delivered,False,1,True,
SHP-003369,ORD-003369,2025-01-19,2025-01-20,2025-01-27,2025-01-25,SUP-014,Baltic Packaging,0.868,WH-007,Stuttgart Distribution Center,True,PRD-0104,Mechanical,DE-Central,259,standard,delivered,True,-2,False,
SHP-003370,ORD-003370,2025-07-08,2025-07-11,2025-07-17,2025-07-15,SUP-011,Saxon Metals,0.611,WH-002,Hamburg Distribution Center,False,PRD-0143,Textiles,DE-Central,59,standard,delivered,False,-2,False,
SHP-003371,ORD-003371,2025-10-10,2025-10-12,2025-10-18,2025-10-20,SUP-001,Rhine Components,0.724,WH-001,Berlin Distribution Center,False,PRD-0112,Textiles,DE-East,298,standard,delivered,True,2,True,inventory_shortage
SHP-003372,ORD-003372,2025-03-24,2025-03-24,2025-04-04,2025-04-03,SUP-017,Main River Electronics,0.811,WH-002,Hamburg Distribution Center,False,PRD-0110,Raw Materials,DE-North,28,standard,delivered,False,-1,False,
SHP-003373,ORD-003373,2025-08-09,2025-08-10,2025-08-13,2025-08-14,SUP-003,Alpine Industrial Parts,0.922,WH-008,Dortmund Distribution Center,True,PRD-0007,Electronics,DE-South,74,standard,delivered,False,1,True,warehouse_capacity_constraint
SHP-003374,ORD-003374,2025-10-08,2025-10-09,2025-10-21,2025-10-25,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,False,PRD-0133,Mechanical,DE-East,247,standard,delivered,False,4,True,supplier_late_dispatch
SHP-003375,ORD-003375,2025-11-23,2025-11-25,2025-12-02,2025-12-02,SUP-013,Rhine Components,0.887,WH-002,Hamburg Distribution Center,False,PRD-0127,Raw Materials,DE-South,396,standard,delivered,False,0,False,
SHP-003376,ORD-003376,2025-11-13,2025-11-15,2025-11-17,2025-11-15,SUP-014,Baltic Packaging,0.868,WH-006,Leipzig Distribution Center,False,PRD-0083,Textiles,DE-South,71,standard,delivered,False,-2,False,
SHP-003377,ORD-003377,2025-10-13,2025-10-16,2025-10-22,2025-10-22,SUP-011,Saxon Metals,0.611,WH-005,Frankfurt Distribution Center,False,PRD-0001,Electronics,DE-North,13,standard,delivered,False,0,False,
SHP-003378,ORD-003378,2025-09-12,2025-09-13,2025-09-18,2025-09-15,SUP-006,Elbe Manufacturing,0.939,WH-004,Cologne Distribution Center,False,PRD-0050,Packaging,DE-East,1044,standard,delivered,True,-3,False,
SHP-003379,ORD-003379,2025-06-20,2025-06-23,2025-06-27,2025-06-27,SUP-013,Rhine Components,0.887,WH-005,Frankfurt Distribution Center,False,PRD-0087,Textiles,DE-West,13,standard,delivered,False,0,False,
SHP-003380,ORD-003380,2025-11-08,2025-11-11,2025-11-15,2025-11-16,SUP-007,Danube Tools,0.771,WH-001,Berlin Distribution Center,False,PRD-0129,Raw Materials,DE-South,460,standard,delivered,False,1,True,carrier_delay
SHP-003381,ORD-003381,2025-11-21,2025-11-22,2025-12-06,2025-12-06,SUP-016,Nordic Freight Supplies,0.901,WH-005,Frankfurt Distribution Center,True,PRD-0093,Textiles,DE-East,37,standard,delivered,False,0,False,
SHP-003382,ORD-003382,2025-06-03,2025-06-06,2025-06-11,2025-06-11,SUP-022,Black Forest Plastics,0.971,WH-004,Cologne Distribution Center,False,PRD-0140,Raw Materials,DE-West,468,standard,delivered,True,0,False,
SHP-003383,ORD-003383,2025-11-21,2025-11-21,2025-11-28,2025-11-27,SUP-014,Baltic Packaging,0.868,WH-006,Leipzig Distribution Center,False,PRD-0102,Raw Materials,DE-East,30,standard,delivered,False,-1,False,
SHP-003384,ORD-003384,2025-10-22,2025-10-22,2025-10-28,2025-10-27,SUP-014,Baltic Packaging,0.868,WH-008,Dortmund Distribution Center,True,PRD-0083,Textiles,DE-South,193,standard,delivered,False,-1,False,
SHP-003385,ORD-003385,2025-01-21,2025-01-21,2025-02-06,,SUP-012,Bavaria Textile Group,0.813,WH-002,Hamburg Distribution Center,True,PRD-0176,Mechanical,DE-Central,260,standard,in_transit,False,,,
SHP-003386,ORD-003386,2025-10-10,2025-10-11,2025-10-18,2025-10-18,SUP-015,Alpine Industrial Parts,0.925,WH-007,Stuttgart Distribution Center,False,PRD-0177,Mechanical,DE-South,241,expedited,delivered,False,0,False,
SHP-003387,ORD-003387,2025-04-20,2025-04-20,2025-04-30,2025-04-30,SUP-008,Hanseatic Materials,0.604,WH-006,Leipzig Distribution Center,False,PRD-0111,Textiles,DE-West,282,standard,delivered,False,0,False,
SHP-003388,ORD-003388,2025-11-02,2025-11-04,2025-11-13,2025-11-14,SUP-009,Ruhr Mechanical,0.965,WH-004,Cologne Distribution Center,False,PRD-0079,Mechanical,DE-South,202,critical,delivered,False,1,True,
SHP-003389,ORD-003389,2025-01-07,2025-01-08,2025-01-15,2025-01-14,SUP-019,Danube Tools,0.652,WH-003,Munich Distribution Center,False,PRD-0125,Electronics,DE-South,91,expedited,delivered,False,-1,False,
SHP-003390,ORD-003390,2025-11-08,2025-11-10,2025-11-18,2025-11-20,SUP-009,Ruhr Mechanical,0.965,WH-001,Berlin Distribution Center,True,PRD-0042,Packaging,DE-North,1147,critical,delivered,True,2,True,warehouse_capacity_constraint
